"team","serve_rat","reciv_rat"
"Minnesota",0.313484655013716,0.553651860938239
"Florida",0.21841484843739,0.699945120569961
"Oregon",0.408871467551225,0.740646161261696
"Stanford",0.221528939666453,0.988845285026935
"Iowa",-0.00946086254762308,0.130732957160837
"Nebraska",0.42750090740015,0.921360224208922
"Northern Ky.",-0.0780372514464437,0.163343029675219
"Texas",0.379460092447022,0.626369459506243
"Baylor",0.124894465722695,0.606136136080547
"Ohio St.",0.13639230248657,0.512320871387772
"Indiana",0.214867751259143,0.579274924796536
"Long Beach St.",0.135956492309317,0.51402544217517
"UCLA",0.125048334856996,0.48812712402491
"Washington",0.230219414780765,0.33350384829715
"Lindenwood",-0.270957679638817,-0.0231352856358896
"Austin Peay",-0.237256225305292,0.0499917623280559
"Miami (FL)",0.110689298953263,0.477067654557739
"FIU",-0.0603511919329347,0.154230989317274
"Wisconsin",0.439188093492854,0.850462363222335
"ETSU",-0.328599801499429,-0.0724815501036541
"Arkansas",0.291276671072523,0.752877080078815
"Marquette",0.127421689355232,0.564800713855665
"Northwestern",0.116108664307624,0.475549658335507
"Boston College",0.0118661144793871,0.337972210823428
"Michigan",-0.0172488952367674,0.227973949212862
"Colorado St.",0.023259545077317,0.429829875380657
"Bowling Green",0.0122932864354773,0.272720326653818
"Maryland",-0.0172980257852216,0.454742322706257
"Purdue",0.195580934415696,0.598796748272692
"Kansas",0.205836760152624,0.724850720898614
"Rutgers",-0.0792327391629826,0.22224465001351
"Northeastern",-0.17720333605282,-0.0355110850525154
"Fairfield",-0.165973563279463,0.0514634594607676
"Michigan St.",0.129382683843875,0.395633465760323
"Central Ark.",-0.22201940284976,0.15049224600548
"Illinois",-0.0764923941986224,0.376678119264409
"UConn",-0.281886798215868,-0.00685668121292433
"Brown",-0.0568679111065036,0.232162118943278
"Binghamton",-0.255420417432141,0.0740948711151238
"Navy",-0.00475683244333821,0.27315395642411
"FGCU",0.0471322244555083,0.257848958245581
"Utah Valley",-0.142554500454541,0.0628027690110936
"Howard",-0.259413023389655,0.05239944768721
"Fla. Atlantic",-0.229558359526694,0.288136538584485
"Cal Poly",-0.0194610184189388,0.250822964846457
"Syracuse",-0.494471285931363,-0.0841079866492384
"Cornell",-0.390373679605988,-0.118467982607194
"Sacramento St.",0.0141382543623098,0.223025014328093
"NIU",-0.228013809379195,0.0948142832076798
"UIC",0.00010634209475395,0.336417387294146
"Notre Dame",0.01851039882819,0.285213950266201
"Bradley",-0.144691992966736,0.0496304147519205
"UCF",0.233975429171422,0.481355110853305
"Kansas St.",0.088897724825214,0.454585207266082
"Penn St.",0.255111854560965,0.754353081611681
"Temple",0.0239523531129552,0.158934310448338
"Louisville",0.35637785170814,0.756371632860215
"N.C. A&T",-0.363852161928556,0.0257462024735602
"Morgan St.",-0.460179273345903,-0.34459436135781
"Columbia",-0.489265599005937,-0.193430868709786
"NC State",0.0554397888274657,0.476038075834001
"Rider",-0.43364697635728,-0.149637773281824
"Georgia St.",-0.328575824728554,-0.0973774633761513
"Oklahoma",-0.0319086938685693,0.396580066634765
"Sam Houston",-0.300310689125119,0.0435054289390379
"UTEP",0.0499234464400203,0.360737317226744
"Tarleton St.",-0.0785142913566049,0.0936213370515468
"Memphis",-0.335526201021811,0.100992129680896
"Arizona",-0.000305039986572375,0.368749370382338
"CSU Bakersfield",-0.120674315810381,-0.0452495473111694
"UTSA",-0.0260971184525875,0.178689104149003
"Chattanooga",-0.243691200993551,0.0894727927422689
"Buffalo",0.0197290077671225,0.315844700035946
"Furman",-0.198143606465259,0.0570063339483439
"FDU",-0.360256682876997,-0.133907897298527
"Bellarmine",-0.397199375208139,-0.0205867376669138
"Elon",-0.332628136312458,-0.069867244381918
"Marshall",-0.213660636731586,0.0694751129193584
"North Ala.",-0.21661593828348,0.157794487101171
"Texas St.",-0.0123945475571739,0.249927799743605
"Jackson St.",-0.307716768056423,-0.257118046398868
"Saint Louis",-0.134949865353348,0.0878595761992274
"Toledo",-0.195498633433285,0.12661393929479
"Texas Tech",-0.0196829519557292,0.19773885204235
"Youngstown St.",-0.214629576547838,-0.129992833332365
"Army West Point",-0.0202480255221352,-0.0370256410203959
"Southeast Mo. St.",-0.0908614581051433,0.15088803880802
"Morehead St.",-0.192122758830967,0.0991503370320011
"Coppin St.",-0.138002166949944,0.196412886862603
"Valparaiso",-0.139609767908359,0.228606619267625
"Seton Hall",-0.12440760903919,0.152152246858879
"South Dakota St.",-0.250197330186168,0.0031166508785021
"Cleveland St.",-0.227574798505056,0.168004722371656
"Miami (OH)",-0.327169713124888,-0.0390996897593124
"Eastern Mich.",-0.320459122230176,-0.0430528349889194
"Northwestern St.",-0.280226846794308,0.0864529244142864
"A&M-Corpus Christi",-0.199079186219807,0.187567213816414
"Arkansas St.",-0.148089055211693,0.156596098982353
"Wyoming",-0.12171652677025,0.301252970845264
"Charlotte",-0.155180455637579,-0.0102350795791802
"Butler",-0.127331527622401,0.283425306321348
"North Dakota",-0.283528471402589,-0.00904965104996424
"Davidson",-0.0919972105028685,0.294344054956157
"UC San Diego",-0.112176619004644,0.145659184917493
"Bucknell",-0.326371641325121,0.0889384536646876
"Manhattan",-0.603367604922234,-0.483232221142101
"East Carolina",0.0227086377720376,0.284996928996808
"Belmont",-0.292983188097473,-0.0197801469794651
"Santa Clara",-0.0682333656832003,0.141126698299629
"App State",-0.0206949723724028,0.164785976946819
"Virginia Tech",-0.0440900473303247,0.3468162443893
"Southeastern La.",-0.0525062432313867,0.372750576104505
"Montana St.",-0.160040112466871,0.175693673480808
"Alabama",0.00388045731192261,0.201192121718053
"Weber St.",0.00955282588900066,0.37364419021467
"Missouri St.",-0.159946667111279,0.072936587758782
"Ark.-Pine Bluff",-0.767966655481991,-0.63116154793589
"Eastern Ill.",0.0658690787577534,0.250620477805159
"UNC Asheville",-0.389304121896864,-0.103218205357989
"New Hampshire",-0.114342542468371,0.172304101375408
"Wright St.",0.244470264730465,0.398386357715397
"USC Upstate",-0.314769835235937,0.0313875926296993
"Bethune-Cookman",-0.610018949581146,-0.378222977451647
"Ohio",0.0266621535085693,0.349744172849442
"Wichita St.",0.0995685774841135,0.288822077629192
"Idaho",-0.413135826698052,-0.32613201581713
"Nicholls",-0.449107672070719,-0.224738952013823
"BYU",0.344084666638034,0.63027589633418
"Cal St. Fullerton",-0.22474149522289,-0.1549126507104
"North Carolina",0.0583068306660138,0.310867782610332
"Alabama A&M",-0.478093988703643,-0.391866122281092
"McNeese",-0.255759980262933,0.0159076216268995
"Florida St.",0.137655326837545,0.532491652578612
"Providence",-0.194527501390095,-0.0512696092323601
"Tennessee Tech",-0.267831087089929,-0.124372346102707
"Central Mich.",-0.221634092977857,0.043075218964569
"Xavier",-0.0204241568985353,0.246740509182339
"Ole Miss",-0.0890539195220457,0.399293877579741
"NJIT",-0.323589630548663,-0.217357207112999
"San Francisco",-0.0889947980617659,0.246634979555347
"UNI",0.02714364757877,0.500483550698778
"UT Martin",-0.383208017012241,-0.00741425427536392
"Stony Brook",-0.376143603173003,0.075798775718314
"Tulane",-0.135022208601819,0.0823854256723191
"Louisiana",-0.0631115492579306,0.25524650300893
"Mercer",-0.26376371105515,0.139657133674529
"Creighton",0.226837501830323,0.519162116651335
"Presbyterian",-0.253873608198365,-0.23746300151935
"South Carolina St.",-0.794433888390521,-0.572444687131882
"Lipscomb",0.0110777890315573,0.28625953094397
"Duquesne",-0.313968806739864,0.00296638751639152
"Southern Ind.",-0.256041849205745,0.0285383331595713
"Drake",0.0780690314417123,0.495191874776497
"Grambling",-0.34821535638285,-0.198350592921258
"Little Rock",-0.206926706969659,-0.234469260693659
"Alcorn",-0.974453120379526,-0.710361850487823
"Utah Tech",-0.112714231728767,0.0448445706387889
"Texas Southern",-0.526412058176651,-0.519173297731637
"Le Moyne",-0.734417217816237,-0.562937070408235
"Oral Roberts",-0.294540239961986,-0.173143601095479
"Stonehill",-0.550977424664528,-0.29905221623265
"UIW",-0.32756350856066,0.0757618150354755
"James Madison",0.0696085737793827,0.329435455062742
"Delaware",-0.170051895901648,0.257630758785685
"Eastern Wash.",-0.0844626138504536,-0.0888738831352023
"Akron",-0.10757879004636,0.0329984216519573
"Charleston So.",-0.252426208909574,-0.0392244308688207
"Denver",-0.196163428581033,0.044342862140667
"Murray St.",-0.186408013068884,0.0445554915626135
"Lamar University",-0.392104804610023,-0.32271969964351
"Purdue Fort Wayne",-0.371763464023469,-0.0610242276210931
"IUPUI",-0.308270720751069,-0.0844020888793019
"Central Conn. St.",-0.583669301131622,-0.374903692737868
"Canisius",-0.451222902663914,-0.0964224472601218
"UNCW",-0.269255869906867,0.120804692201028
"Ga. Southern",0.0808651235280144,0.389454913928129
"Western Ill.",-0.216173169029195,-0.0907973255138579
"Hofstra",-0.107279323885689,0.176556590780121
"South Alabama",-0.0463785290983524,0.459038081238326
"American",-0.174589255768961,0.0819431844350018
"Liberty",-0.00379415255636975,0.222907376193737
"Rice",0.166186862074888,0.360916718359166
"South Fla.",-0.013315572911006,0.219555806635631
"Western Mich.",0.122535735423407,0.502735453858738
"Auburn",0.0468094850791465,0.433171557229201
"South Carolina",0.00312321211416875,0.297676136942641
"Missouri",0.00599898335395921,0.262128312584235
"Cincinnati",0.0853439358158838,0.312306265580327
"Northern Colo.",-0.121307470369795,0.267677342477933
"North Texas",-0.0726969042383239,0.276700825903449
"North Dakota St.",-0.129607624477359,0.265315439433829
"Bryant",-0.200265709309771,-0.04782654162
"LSU",0.141883226020725,0.388353982224394
"Iowa St.",0.18868434194652,0.502639614746612
"Air Force",-0.111056109911906,0.220526912949745
"Georgia",0.0949777354094568,0.504241188850562
"Tennessee",0.316199772487356,0.817414152476937
"Old Dominion",-0.163303414388945,0.187813538543631
"Virginia",-0.107459768405452,0.145431915611243
"Clemson",0.0673046623149096,0.172101852463241
"Dayton",0.276872656509498,0.557397401999799
"Mississippi St.",0.0685686762461924,0.397762576516033
"UC Santa Barbara",0.152551173646683,0.482792688150905
"San Jose St.",-0.0722292191254976,0.241151245504276
"Wake Forest",0.0851370937270571,0.313832668854657
"Montana",-0.11210467461494,0.0910059742067004
"Col. of Charleston",-0.0644685228912005,0.128200281636568
"Boise St.",-0.0950397975619068,0.300359180666352
"Omaha",-0.00496577006085853,0.131397035874711
"Portland St.",0.120696502272255,0.203267485794734
"UAB",-0.262822497859628,0.0385782039828519
"Ball St.",-0.00567928062551845,0.19216551460434
"UAlbany",-0.343129297695327,-0.196730080293185
"UC Irvine",-0.189139017660814,0.139048037449954
"Colorado",0.0614992697742395,0.455514133438637
"Oregon St.",0.0594683089839489,0.12137680248099
"Winthrop",-0.216826421331951,0.00183553751943053
"LIU",-0.329895860400188,-0.12932452610549
"San Diego",0.297170483474493,0.335588239111805
"Houston",0.157209901866653,0.599224720513665
"Gonzaga",-0.30294968154318,0.00206246819932983
"Milwaukee",-0.0625102573543397,0.238172477410698
"California",0.106783138918425,0.514186245329853
"Fordham",-0.213834825204999,0.120458281066756
"Northern Ariz.",-0.27130091445402,-0.0150939608479798
"Kansas City",-0.0718620816011781,0.235313403010267
"Fresno St.",-0.121243823484713,0.212076260867851
"Kent St.",-0.203493724280778,-0.152406655384999
"William & Mary",-0.234588841997438,0.123440576323582
"ULM",-0.306744596560268,-0.0183276766630012
"Delaware St.",-0.125959029853254,0.0268545912939062
"Loyola Maryland",-0.147367702124868,-0.00892545739890663
"UC Davis",-0.0343207016868965,0.291568691952153
"Rhode Island",-0.324796359202444,-0.232579992624869
"St. John's (NY)",-0.0849634626197072,0.232663228141929
"Louisiana Tech",-0.274385206377973,-0.076844872451717
"Green Bay",-0.207223379398367,-0.0390209815832401
"Norfolk St.",-0.436448180240337,-0.169909106967039
"Iona",-0.382417385429909,-0.0523799607621714
"UNC Greensboro",-0.417791329234576,-0.214679926242198
"Quinnipiac",-0.220236840667493,-0.0263661455542821
"High Point",-0.0283423848502819,0.33304614357773
"SFA",0.131038838508804,0.375517430876173
"St. Thomas (MN)",-0.189453254107495,-0.0343961704868908
"Middle Tenn.",-0.147809117846578,0.367371586885236
"SMU",0.122225877496953,0.591518266804503
"Grand Canyon",0.0819170032653991,0.340647371211742
"UMES",-0.359656539426987,-0.100644076683931
"George Mason",-0.211521819127824,0.0112552416630235
"South Dakota",-0.0551620930020885,0.178461359954169
"Indiana St.",-0.299418220640143,-0.0662746872653321
"Western Ky.",0.177905286108121,0.615241590004681
"California Baptist",-0.172542445197874,0.245132010257716
"Loyola Chicago",-0.040909113919321,0.379617974527114
"Western Caro.",-0.277137112019059,0.0642918252454511
"Troy",-0.0627961772342299,0.360430606280515
"Pepperdine",0.112260874638243,0.497404143589123
"Eastern Ky.",-0.0233013477785988,0.371645234171436
"Abilene Christian",-0.124890773673516,0.127053066324561
"Saint Peter's",-0.710426106117432,-0.551941752979129
"Merrimack",-0.648123972225183,-0.290402082026178
"Colgate",-0.0199955692186382,0.349199073217721
"New Mexico St.",0.0250553170886524,0.303458649113413
"Seattle U",-0.309590580970829,0.00482527430094814
"UTRGV",-0.0545258379592837,0.244577479529555
"Alabama St.",-0.278544113711181,-0.01212135546013
"Arizona St.",0.355509384214588,0.67255190401202
"Southern California",0.0590909607171404,0.593590608169764
"Niagara",-0.420676062891685,-0.266693354289469
"Duke",-0.020050770093949,0.541430514098524
"Campbell",-0.221054548211971,0.213224749251447
"Washington St.",0.334838850327455,0.343587325955089
"Hawaii",0.123716883355799,0.51250281670715
"Idaho St.",-0.413814850930157,0.032114180823852
"Pacific",0.00404700783009744,0.391556593639185
"The Citadel",-0.167046883242966,0.175071305130374
"Evansville",-0.137579570515758,-0.0127257100675456
"Utah St.",0.237430419941111,0.400632302411935
"CSUN",-0.112786661509164,0.0258631820397834
"Villanova",-0.0648369805720365,0.229877114819245
"Texas A&M",0.229291301452341,0.625372592838099
"Coastal Carolina",-0.0770775644078985,0.258958943579827
"Chicago St.",-0.186110434591228,0.271725635739518
"New Mexico",0.0170442793972894,0.235371675309938
"San Diego St.",-0.0572019651709245,0.279847628768614
"Houston Christian",-0.119541754843087,0.100178896739784
"Sacred Heart",-0.390384192900944,-0.132089912335973
"Dartmouth",-0.361033387262991,0.0166934539277261
"Wofford",-0.0562329040263217,0.28736516100417
"Jacksonville",-0.229652129830917,0.18388653603935
"Nevada",-0.0576603307485388,0.075479550983058
"Jacksonville St.",-0.347524316060352,-0.0897097563254178
"Tex. A&M-Commerce",-0.266693005934959,-0.222717168593931
"Portland",-0.163016887280462,-0.039594158803805
"VCU",-0.135366344162844,0.0750162021364042
"Southern Miss.",-0.0806490222200525,0.276959972558072
"Florida A&M",-0.291157662826759,0.0772586420518213
"Marist",-0.403530319733052,-0.148490476235457
"Stetson",-0.0521550812425343,0.084197305883044
"UC Riverside",-0.327436695346441,-0.0629071166356964
"Oakland",-0.159338368026342,0.0801968006041315
"DePaul",-0.125892381224431,0.22833513383829
"Radford",-0.414254116773824,-0.233573922057855
"Penn",-0.251590519204489,-0.193303927718792
"Holy Cross",-0.408281676727367,-0.196958648585826
"George Washington",-0.192870169223445,-0.000912731357795893
"Lehigh",-0.231192935470664,0.0438648285709511
"TCU",0.252760944453001,0.462809216814758
"N.C. Central",-0.451009784608759,-0.203519143594499
"Mississippi Val.",-0.971841491062805,-0.843056241839078
"UT Arlington",-0.158720823368758,0.287203277262556
"Saint Mary's (CA)",-0.0285484778644995,0.198558510340268
"Utah",-0.00429024510331418,0.424890040234209
"Towson",-0.0674908307586865,0.389319848541041
"Kentucky",0.19126894547837,0.620690858967514
"Harvard",-0.137799006289695,0.0837912135317223
"Samford",-0.319238085973607,0.0785687164802217
"Saint Francis (PA)",-0.391386693144767,-0.0371623695237098
"Lafayette",-0.356677380180856,-0.0437093127622433
"North Florida",-0.12055189613138,0.218472886043891
"Siena",-0.595685590791338,-0.273926247941012
"Robert Morris",-0.302955802934854,-0.0768124546240306
"Kennesaw St.",-0.147457798947679,0.312670939271825
"New Orleans",-0.52707720077488,-0.28494113040315
"Illinois St.",-0.304675083575134,0.126855198185475
"Queens (NC)",-0.304264398413412,-0.219408370783335
"Prairie View",-0.304083194050984,-0.0571291799563819
"Gardner-Webb",-0.192718942510192,-0.0964744865153628
"Princeton",-0.080986890399111,0.171897700712919
"Southern Ill.",-0.155628116868452,0.182462107119726
"Tulsa",0.00350189990123796,0.276850424652972
"LMU (CA)",0.0932576520207739,0.539754166575864
"Hampton",-0.677376496817525,-0.723464922710843
"Georgetown",-0.0490781328237958,0.170461171561195
"UNLV",0.00112389877411657,0.344747732331622
"UMBC",-0.00204377414996125,0.235612070464647
"SIUE",-0.225512582482376,0.132471863646009
"Southern Utah",-0.149152700885056,-0.00781382008376646
"Yale",-0.148563326390828,0.248100136137744
"Tennessee St.",-0.309516729411105,-0.118293839544129
"West Virginia",-0.19577246514329,0.294573650965351
"Georgia Tech",0.371034088768013,0.627796169892507
"Pittsburgh",0.447867427461592,0.771458265585129
"Southern U.",-0.375419982624555,-0.339544823161777
"LeMoyne-Owen",-0.991275919801519,-1.15000454405667
"Ark.-Monticello",-1.0501148941775,-0.849090003514627
"Lane",-1.19108842462219,-1.08558764287561
"Bowie St.",-0.895230613292373,-0.406742436696613
"Dillard",-1.0349863063109,-0.601012860904569
